designation,name,other_id,type,constellation,magnitude,surface_brightness,size,ra_string,dec_string,ra_deg,dec_deg,class
NGC 6307,N/A,UGC 10727,Galaxy,DRA,12.9,13.1,1.3',17 07.7,+60 45,256.918625,60.75077777777778,SBO-a Ring
NGC 6308,N/A,UGC 10747,Galaxy,HER,13.4,13.6,1.1',17 12.0,+23 23,257.99879166666665,23.379944444444444,SBc
NGC 6309,Box Nebula,PK 9+14.1,Pln Neb,OPH,11.6,8.6,20'',17 14.1,-12 55,258.5179166666667,-12.910555555555556,3b(6)
NGC 6310,N/A,UGC 10730,Galaxy,DRA,13.1,12.8,1.9',17 08.0,+60 59,256.98945833333335,60.99016666666667,Sb
NGC 6311,N/A,UGC 10741,Galaxy,HER,13.5,13.7,1.1',17 10.7,+41 39,257.68154166666665,41.651111111111106,Elliptical
NGC 6313,N/A,UGC 10742,Galaxy,HER,13.9,13.1,1.3',17 10.3,+48 20,257.58666666666664,48.33175000000001,Sab
NGC 6314,N/A,UGC 10752,Galaxy,HER,12.9,12.8,1.6',17 12.6,+23 16,258.16129166666667,23.270055555555555,Sa
NGC 6315,N/A,MCG   4-40- 23,Galaxy,HER,13.2,12.9,1',17 12.8,+23 13,258.1922916666667,23.223555555555553,SBc
NGC 6316,N/A,GCL  57,Glob CL,OPH,8.1,-,4.9',17 16.6,-28 08,259.155875,-28.140027777777778,III
NGC 6318,N/A,OCL 1004,Opn CL,SCO,11.8,-,4',17 16.2,-39 26,259.0482916666666,-39.42497222222222,III 2 p
NGC 6320,N/A,UGC 10761,Galaxy,HER,13.9,13.8,1.2',17 12.9,+40 16,258.23224999999996,40.2665,Sbc
NGC 6321,N/A,UGC 10768,Galaxy,HER,13.4,13.4,1.1',17 14.4,+20 19,258.60091666666665,20.313916666666668,SBbc
NGC 6322,N/A,OCL 1000,Opn CL,SCO,6,-,10',17 18.4,-42 56,259.60745833333334,-42.93402777777777,I 2 p
NGC 6323,N/A,UGC 10764,Galaxy,HER,13.9,12.8,1.1',17 13.3,+43 47,258.32533333333333,43.782444444444444,Sab
NGC 6324,N/A,UGC 10725,Galaxy,UMI,12.8,11.9,1',17 05.4,+75 24,256.35549999999995,75.40702777777778,Sbc
NGC 6325,N/A,GCL  58,Glob CL,OPH,10.2,-,1.6',17 18.0,-23 46,259.4969583333334,-23.76602777777778,IV
NGC 6326,N/A,PK 338-8.1,Pln Neb,ARA,12,7.7,15'',17 20.8,-51 45,260.1931666666666,-51.75438888888889,3b
NGC 6329,N/A,UGC 10771,Galaxy,HER,12.8,14.1,1.8',17 14.3,+43 41,258.562625,43.68469444444444,Elliptical
NGC 6330,N/A,UGC 10776,Galaxy,HER,14,13.6,1.5',17 15.7,+29 24,258.9350833333333,29.404305555555553,SBb
NGC 6332,N/A,UGC 10773,Galaxy,HER,13.6,13.3,1.2',17 15.0,+43 40,258.76208333333335,43.66019444444444,Sa
NGC 6334,Cat's Paw Nebula,ESO 392-EN9,Brt Neb,SCO,-,-,120',17 20.8,-36 06,260.20708333333334,-36.102722222222226,E
NGC 6336,N/A,UGC 10786,Galaxy,HER,13.6,12.9,0.9',17 16.3,+43 49,259.06904166666664,43.82047222222223,SBa
NGC 6337,Cheerio Nebula,PK 349-1.1,Pln Neb,SCO,12.3,11.6,38'',17 22.3,-38 29,260.5650416666667,-38.48372222222223,4
NGC 6338,N/A,UGC 10784,Galaxy,DRA,12.3,12.7,1.5',17 15.4,+57 25,258.8457916666667,57.41119444444444,SO
NGC 6339,N/A,UGC 10790,Galaxy,HER,12.7,14.3,2.9',17 17.1,+40 51,259.2770833333334,40.844972222222225,SBcd
NGC 6340,N/A,UGC 10762,Galaxy,DRA,11,13.3,3',17 10.4,+72 18,257.6035416666667,72.30444444444444,Sa
NGC 6342,N/A,GCL  61,Glob CL,OPH,9.5,-,3',17 21.2,-19 35,260.29225,-19.587416666666666,IV
NGC 6347,N/A,IC 1253,Galaxy,HER,13.7,13.3,1.2',17 19.9,+16 40,259.97779166666663,16.66069444444444,SBb
NGC 6350,N/A,UGC 10800,Galaxy,HER,13.2,13,1',17 18.7,+41 42,259.6760416666667,41.69433333333333,SO
NGC 6352,N/A,Dunlop 417,Glob CL,ARA,7.8,-,7.1',17 25.5,-48 25,261.3715,-48.422694444444446,XI
NGC 6355,N/A,GCL  63,Glob CL,OPH,8.6,-,6.1',17 24.0,-26 21,260.994375,-26.353416666666668,N/A
NGC 6356,N/A,GCL  62,Glob CL,OPH,8.2,-,3.5',17 23.6,-17 49,260.8957916666667,-17.81302777777778,II
NGC 6357,Lobster Nebula,ESO 392-SC10,Brt Neb,SCO,-,-,50',17 24.7,-34 12,261.18154166666665,-34.20133333333334,E+*
NGC 6359,N/A,UGC 10804,Galaxy,DRA,12.6,12.6,1.3',17 17.9,+61 47,259.4707916666667,61.78080555555555,E-SO
NGC 6361,N/A,UGC 10815,Galaxy,DRA,13.1,13.3,2.2',17 18.7,+60 36,259.67120833333337,60.60816666666667,Sb
NGC 6363,N/A,UGC 10827,Galaxy,HER,13.3,13.2,1.1',17 22.7,+41 06,260.66675,41.10169444444445,Elliptical
NGC 6364,N/A,UGC 10835,Galaxy,HER,12.9,13.4,1.5',17 24.5,+29 23,261.11387499999995,29.390166666666666,SO
NGC 6366,N/A,GCL  65,Glob CL,OPH,9.5,-,5.8',17 27.7,-05 05,261.93470833333333,-5.076638888888889,XI
NGC 6368,N/A,UGC 10856,Galaxy,OPH,12.3,13.6,3.8',17 27.2,+11 33,261.79808333333335,11.543611111111112,Sb
NGC 6369,Little Ghost Nebula,PK 2+5.1;H IV 11,Pln Neb,OPH,11,10.5,30'',17 29.3,-23 46,262.3354166666667,-23.759444444444444,4(2)
NGC 6370,N/A,UGC 10836,Galaxy,DRA,12.9,13.6,1.4',17 23.4,+56 58,260.85491666666667,56.97452777777778,Elliptical
NGC 6372,N/A,UGC 10861,Galaxy,HER,12.9,13.5,1.7',17 27.5,+26 28,261.8827083333333,26.47513888888889,Sc
NGC 6373,N/A,UGC 10850,Galaxy,DRA,13.6,13.8,1.3',17 24.1,+59 00,261.0337083333333,58.99508333333333,SBc
NGC 6374,N/A,NGC 6383,Opn CL,SCO,9,-,20',17 34.7,-32 35,263.67725,-32.581361111111114,IV 1 p
NGC 6376,N/A,UGC 10855,Galaxy,DRA,14,-,0.5',17 25.3,+58 49,261.3299166666667,58.81744444444445,Sc
NGC 6377,N/A,UGC 10855,Galaxy,DRA,14,-,0.7',17 25.4,+58 49,261.3467083333333,58.822750000000006,Sbc
NGC 6378,N/A,UGC 10884,Galaxy,OPH,13.4,13.4,1.3',17 30.7,+06 17,262.67491666666666,6.282277777777778,Sbc
NGC 6379,N/A,IC 4636,Galaxy,HER,12.9,12.9,1.1',17 30.6,+16 17,262.64545833333335,16.28875,Sc
NGC 6380,N/A,Ton 1,Glob CL,SCO,11.5,-,3.9',17 34.5,-39 04,263.6184166666667,-39.06966666666667,N/A
NGC 6381,N/A,UGC 10871,Galaxy,DRA,12.9,13.1,1.3',17 27.3,+60 01,261.8202083333333,60.01405555555556,Sc
NGC 6383,N/A,NGC 6374,Opn CL,SCO,5.5,-,20',17 34.7,-32 35,263.67725,-32.581361111111114,IV 3 p n
NGC 6384,N/A,UGC 10891,Galaxy,OPH,10.4,13.8,5.8',17 32.4,+07 04,263.10125000000005,7.060277777777777,SBbc
NGC 6385,N/A,UGC 10877,Galaxy,DRA,13.1,13.5,1.3',17 28.0,+57 31,262.00587499999995,57.52180555555555,SBa
NGC 6388,N/A,GCL  70,Glob CL,SCO,6.8,-,8.7',17 36.3,-44 44,264.072625,-44.73561111111111,III
NGC 6389,N/A,UGC 10893,Galaxy,HER,12.1,13.7,2.8',17 32.7,+16 24,263.1657083333333,16.401777777777777,Sbc
NGC 6390,N/A,UGC 10881,Galaxy,DRA,13.8,12.9,1.6',17 28.5,+60 06,262.11704166666664,60.094166666666666,Sbc
NGC 6395,N/A,UGC 10876,Galaxy,DRA,12.3,12.8,2.4',17 26.5,+71 06,261.63029166666666,71.09627777777777,Scp
NGC 6396,N/A,OCL 1018,Opn CL,SCO,8.5,-,3',17 37.6,-35 02,264.40141666666665,-35.02586111111111,II 3 p
NGC 6397,N/A,Lac III-11,Glob CL,ARA,5.3,-,25.7',17 40.7,-53 40,265.1723333333333,-53.67369444444444,IX
NGC 6399,N/A,UGC 10896,Galaxy,DRA,13.7,13.1,1.1',17 31.8,+59 37,262.9595833333333,59.61552777777778,Sa
NGC 6400,N/A,OCL 1014,Opn CL,SCO,8.8,-,12',17 40.2,-36 57,265.05333333333334,-36.94772222222222,II 2 m
NGC 6401,N/A,GCL  73,Glob CL,OPH,7.4,-,1',17 38.6,-23 55,264.65387499999997,-23.908777777777775,IX
NGC 6404,N/A,OCL 1024,Opn CL,SCO,10.6,-,5',17 39.6,-33 15,264.9056666666666,-33.246722222222225,III 3 m
NGC 6408,N/A,UGC 10930,Galaxy,HER,12.7,13.4,1.6',17 38.8,+18 53,264.69733333333335,18.877861111111113,SBa
NGC 6411,N/A,UGC 10916,Galaxy,DRA,11.9,13.4,2.3',17 35.5,+60 49,263.886875,60.81338888888889,Elliptical
NGC 6412,N/A,UGC 10897,Galaxy,DRA,11.8,13.4,2.5',17 29.6,+75 42,262.4062916666667,75.70441666666667,SBc
NGC 6415,N/A,ESO 393-?18,Opn CL,SCO,12,-,N/A,17 44.3,-35 04,266.08562500000005,-35.07102777777778,N/A
NGC 6416,N/A,OCL 1031,Opn CL,SCO,5.7,-,14',17 44.3,-32 22,266.08329166666664,-32.361000000000004,IV 1 p
NGC 6417,N/A,UGC 10945,Galaxy,HER,13.1,13.6,1.4',17 41.8,+23 40,265.44925,23.672194444444447,SBb
NGC 6421,N/A,ESO 393-?22,Opn CL,SCO,14,-,1',17 45.7,-33 42,266.43420833333334,-33.69263888888889,N/A
NGC 6425,N/A,OCL 1033,Opn CL,SCO,7.2,-,10',17 47.0,-31 32,266.75700000000006,-31.52938888888889,I 1 p
NGC 6426,N/A,GCL  76,Glob CL,OPH,10.9,-,3.2',17 44.9,+03 10,266.2279583333334,3.170138888888889,IX
NGC 6427,N/A,NGC 6431,Galaxy,HER,13.3,13.2,1.6',17 43.6,+25 30,265.9107916666666,25.493916666666667,E-SO
NGC 6429,N/A,UGC 10960,Galaxy,HER,13.1,13.3,1.8',17 44.1,+25 21,266.02229166666666,25.350722222222224,SBa
NGC 6433,N/A,UGC 10962,Galaxy,HER,13.3,13.2,2',17 43.9,+36 48,265.9842083333333,36.80011111111111,Sb
NGC 6434,N/A,UGC 10934,Galaxy,DRA,12.4,13.2,2.3',17 36.8,+72 05,264.2034166666667,72.08897222222221,SBbc
NGC 6436,N/A,UGC 10951,Galaxy,DRA,14,13.9,1.4',17 41.2,+60 27,265.30516666666665,60.44969444444444,Sc
NGC 6437,N/A,ESO 393-?28,Opn CL,SCO,12,-,N/A,17 48.4,-35 22,267.088,-35.366194444444446,N/A
NGC 6439,N/A,PK 11+5.1,Pln Neb,SGR,13,7.3,6.1'',17 48.3,-16 28,267.08250000000004,-16.478888888888886,2a
NGC 6440,N/A,GCL  77,Glob CL,SGR,9.3,-,1.7',17 48.9,-20 22,267.21945833333336,-20.359583333333333,V
NGC 6441,N/A,GCL  78,Glob CL,SCO,7.4,-,7.8',17 50.2,-37 03,267.5535,-37.05108333333333,III
NGC 6442,N/A,UGC 10978,Galaxy,HER,12.6,13.8,1.8',17 46.9,+20 46,266.71391666666665,20.761083333333332,Elliptical
NGC 6443,N/A,UGC 10967,Galaxy,HER,13.8,13.2,1.2',17 44.6,+48 07,266.14104166666664,48.11405555555556,Sab
NGC 6444,N/A,Ru 132,Opn CL,SCO,-,-,12',17 49.6,-34 49,267.3965833333333,-34.81966666666667,IV 1 p
NGC 6445,Crescent Nebula,PK 8+3.1;H II 586,Pln Neb,SGR,13,9.6,35'',17 49.3,-20 01,267.31275,-20.0095,3b(3)
NGC 6447,N/A,UGC 10975,Galaxy,HER,12.7,13,1.6',17 46.3,+35 34,266.5717916666667,35.57197222222223,SBbc
NGC 6449,N/A,UGC 10965,Galaxy,DRA,13.8,13.5,1',17 43.8,+56 48,265.9430833333333,56.804138888888886,Sc
NGC 6451,Tom Thumb Cluster,OCL 1035,Opn CL,SCO,8.2,-,8',17 50.7,-30 13,267.6693333333333,-30.21161111111111,II 1 p n
NGC 6453,N/A,GCL  79,Glob CL,SCO,10.2,-,3.5',17 50.9,-34 36,267.7154583333333,-34.59988888888889,IV
NGC 6454,N/A,MCG   9-29- 26,Galaxy,DRA,13.5,13.1,1',17 44.9,+55 42,266.235875,55.70477777777778,S
NGC 6458,N/A,UGC 10994,Galaxy,HER,13.4,13.4,1.3',17 49.2,+20 48,267.29587499999997,20.804277777777777,SO
NGC 6460,N/A,UGC 10997,Galaxy,HER,13.1,13.8,1.9',17 49.5,+20 46,267.37649999999996,20.763666666666666,Sc
NGC 6462,N/A,MCG  10-25- 85,Galaxy,DRA,13.9,11.8,0.4',17 44.8,+61 55,266.20358333333337,61.910583333333335,Elliptical
NGC 6467,N/A,NGC 6468,Galaxy,HER,12.5,13.9,2.6',17 50.7,+17 32,267.6673333333333,17.53777777777778,S pec
NGC 6469,N/A,OCL   21,Opn CL,SGR,8.2,-,12',17 53.2,-22 17,268.3005416666667,-22.27511111111111,III 2 p
NGC 6476,N/A,N/A,Opn CL,SGR,12,-,20.0',17 54.0,-29 09,268.508375,-29.144166666666667,N/A
NGC 6478,N/A,UGC 10998,Galaxy,DRA,13.3,13.5,1.8',17 48.6,+51 09,267.1597916666667,51.15725,Sc
NGC 6479,N/A,UGC 10996,Galaxy,DRA,13.7,13.4,1',17 48.4,+54 09,267.08995833333336,54.149,Sc
NGC 6480,N/A,ESO 456-?13,CL+Neb,SCO,12,-,5',17 54.4,-30 27,268.60849999999994,-30.452055555555553,E+*
NGC 6482,N/A,UGC 11009,Galaxy,HER,11.4,12.8,2.1',17 51.8,+23 04,267.953375,23.071944444444444,E3p
NGC 6484,N/A,UGC 11010,Galaxy,HER,12.3,13.5,1.9',17 51.8,+24 29,267.94575000000003,24.483472222222222,Sb
NGC 6485,N/A,UGC 11014,Galaxy,HER,12.9,13.6,1.5',17 51.9,+31 28,267.96975000000003,31.461777777777776,Sbc
NGC 6487,N/A,UGC 11022,Galaxy,HER,11.9,13.1,1.9',17 52.7,+29 50,268.174375,29.838638888888887,Elliptical
NGC 6490,N/A,UGC 11033,Galaxy,HER,13.5,13.1,1',17 54.5,+18 23,268.62695833333333,18.375833333333333,E-SO
NGC 6491,N/A,UGC 11008,Galaxy,DRA,13.6,13,1.2',17 50.0,+61 32,267.5029166666667,61.531777777777776,Sab
NGC 6495,N/A,UGC 11034,Galaxy,HER,12.2,13.6,2',17 54.8,+18 20,268.71149999999994,18.326916666666666,Elliptical
NGC 6496,N/A,GCL  80,Glob CL,SCO,8.6,-,6.9',17 59.0,-44 16,269.7654166666667,-44.266305555555554,XII
NGC 6497,N/A,NGC 6498,Galaxy,DRA,13.5,13.3,1.4',17 51.3,+59 28,267.824875,59.470888888888894,SBb
NGC 6500,N/A,UGC 11048,Galaxy,HER,12.1,13.4,2.2',17 56.0,+18 20,268.9990833333334,18.33825,Sab
NGC 6501,N/A,UGC 11049,Galaxy,HER,12,13.3,1.8',17 56.1,+18 22,269.0155833333333,18.373083333333334,Sa
NGC 6503,N/A,UGC 11012,Galaxy,DRA,10.2,13.1,7',17 49.5,+70 09,267.360125,70.14436111111112,Sc
NGC 6504,N/A,UGC 11053,Galaxy,HER,12.5,12.4,2.2',17 56.1,+33 12,269.0237916666667,33.20838888888889,S pec
NGC 6506,N/A,OCL   16,Opn CL,SGR,-,-,4',17 59.9,-24 41,269.972875,-24.685333333333332,IV 1 p
NGC 6507,N/A,OCL   32,Opn CL,SGR,9.6,-,7',17 59.8,-17 27,269.961625,-17.450277777777778,IV 2 p
NGC 6508,N/A,UGC 11023,Galaxy,DRA,12.8,13.3,1.3',17 49.8,+72 01,267.4435,72.02111111111111,Elliptical
NGC 6509,N/A,UGC 11075,Galaxy,OPH,12.5,13,1.6',17 59.4,+06 17,269.8552916666667,6.287027777777777,SBcd
NGC 6512,N/A,MCG  10-25-115,Galaxy,DRA,13.9,-,0.5',17 54.8,+62 39,268.70962499999996,62.64508333333333,E-SO
NGC 6513,N/A,UGC 11078,Galaxy,HER,13.3,13.3,1.2',17 59.6,+24 53,269.893875,24.88052777777778,SBO
NGC 6515,N/A,UGC 11071,Galaxy,DRA,13,13.5,1.6',17 57.4,+50 44,269.3549583333333,50.72811111111111,Elliptical
NGC 6517,N/A,GCL  81,Glob CL,OPH,10.3,-,1',18 01.8,-08 58,270.4599583333333,-8.959499999999998,IV
NGC 6520,N/A,OCL   10,Opn CL,SGR,7.6,-,6',18 03.4,-27 53,270.85058333333336,-27.88611111111111,I 2 m n
NGC 6521,N/A,UGC 11061,Galaxy,DRA,12.9,13.7,1.6',17 55.8,+62 37,268.95183333333335,62.61225,Elliptical
NGC 6522,N/A,GCL  82,Glob CL,SGR,9.9,-,5.6',18 03.6,-30 02,270.8919583333333,-30.033972222222225,VI
NGC 6524,N/A,UGC 11079,Galaxy,HER,12.8,13,1.4',17 59.2,+45 53,269.81129166666665,45.88708333333333,E-SO
NGC 6525,N/A,N/A,Opn CL,OPH,-,-,10',18 02.1,+11 02,270.5197916666667,11.038333333333334,N/A
NGC 6526,N/A,ESO 521-*N18,Brt Neb,SGR,-,-,40',18 04.1,-24 27,271.025625,-24.44188888888889,E+*
NGC 6527,N/A,UGC 11094,Galaxy,HER,13.4,13.7,1.4',18 01.8,+19 44,270.44304166666666,19.72872222222222,Sa
NGC 6528,N/A,GCL  84,Glob CL,SGR,9.5,-,3.7',18 04.8,-30 03,271.2067083333333,-30.055777777777777,V
NGC 6532,N/A,UGC 11085,Galaxy,DRA,13.9,14.2,1.8',17 59.2,+56 14,269.808125,56.23177777777778,Sc
NGC 6533,N/A,N/A,CL+Neb,SGR,-,-,90',18 04.1,-24 24,270.92195833333335,-24.380166666666668,E+*
NGC 6535,N/A,GCL  83,Glob CL,SER,9.3,-,1.3',18 03.8,-00 18,270.96120833333333,-0.29691666666666666,XI
NGC 6536,N/A,UGC 11077,Galaxy,DRA,13.4,13.5,1.2',17 57.3,+64 56,269.318125,64.93808333333334,SBb
NGC 6537,Red Spider Nebula,PK 10+0.1,Pln Neb,SGR,12,8,5'',18 05.2,-19 51,271.3045833333333,-19.842972222222222,2a(6)
NGC 6538,N/A,UGC 11062,Galaxy,DRA,14,-,1',17 54.3,+73 25,268.56920833333334,73.42394444444444,S pec
NGC 6539,N/A,GCL  85,Glob CL,SER,8.9,-,2.5',18 04.8,-07 35,271.20729166666666,-7.585861111111111,X
NGC 6541,N/A,Dunlop 473,Glob CL,CRA,6.3,-,13.1',18 08.0,-43 42,272.0097083333333,-43.71588888888889,III
NGC 6542,N/A,UGC 11092,Galaxy,DRA,13.3,12.3,1.3',17 59.7,+61 22,269.91091666666665,61.35938888888889,Sa
NGC 6543,Cat Eye Nebula,PK 96+29.1,Pln Neb,DRA,8.3,5,22'',17 58.6,+66 38,269.639125,66.63319444444444,3a(2)
NGC 6544,N/A,GCL  87,Glob CL,SGR,7.5,-,8.4',18 07.3,-25 00,271.83333333333337,-24.998361111111112,IX
NGC 6546,N/A,OCL   24,Opn CL,SGR,8,-,13',18 07.4,-23 18,271.8439583333333,-23.296222222222223,III 2 m
NGC 6547,N/A,UGC 11110,Galaxy,HER,13.6,12.6,1.3',18 05.2,+25 14,271.29175,25.232611111111108,Sa
NGC 6548,N/A,NGC 6550,Galaxy,HER,11.7,13.9,2.9',18 06.0,+18 35,271.4968333333333,18.587249999999997,SBO
NGC 6549,N/A,UGC 11114,Galaxy,HER,13.7,13,1.4',18 05.8,+18 32,271.45625,18.538027777777778,Sbc
NGC 6550,N/A,NGC 6548,Galaxy,HER,12.7,-,2.9',18 06.0,+18 35,271.45625,18.538027777777778,SBO
NGC 6552,N/A,UGC 11096,Galaxy,DRA,13.6,13.1,1',18 00.1,+66 37,270.030125,66.6151111111111,SBbc Ring
NGC 6553,N/A,GCL  88,Glob CL,SGR,8.3,-,3.2',18 09.3,-25 54,272.3228333333333,-25.90786111111111,XI
NGC 6554,N/A,ESO 590-?003,Opn CL,SGR,12,-,20',18 09.0,-18 26,272.3499166666666,-18.378694444444445,N/A
NGC 6555,N/A,UGC 11121,Galaxy,HER,12.4,13.5,2.1',18 07.8,+17 36,271.954875,17.60488888888889,SBc
NGC 6558,N/A,GCL  89,Glob CL,SGR,8.6,-,3.7',18 10.3,-31 46,272.57658333333336,-31.763472222222223,N/A
NGC 6559,N/A,LBN   29,Brt Neb,SGR,-,-,5',18 10.0,-24 07,272.48687499999994,-24.10638888888889,E
NGC 6560,N/A,UGC 11117,Galaxy,HER,13.6,13.4,1.2',18 05.2,+46 53,271.30825,46.88158333333333,SBbc
NGC 6563,N/A,PK 358-7.1,Pln Neb,SGR,13,10.3,54'',18 12.0,-33 52,273.0104166666667,-33.86833333333333,3a
NGC 6565,N/A,PK 3-4.5,Pln Neb,SGR,13,8.1,10'',18 11.9,-28 11,272.9691666666667,-28.178333333333335,4
NGC 6567,N/A,PK 11-0.2,Pln Neb,SGR,11.5,6.4,11'',18 13.8,-19 05,273.4383333333333,-19.075833333333332,2a(3)
NGC 6568,N/A,OCL   28,Opn CL,SGR,8.6,-,13',18 12.8,-21 35,273.184375,-21.628027777777778,III 1 m
NGC 6569,N/A,GCL  91,Glob CL,SGR,8.4,-,5.8',18 13.6,-31 50,273.41112499999997,-31.827666666666666,VIII
NGC 6570,N/A,UGC 11137,Galaxy,OPH,12.7,13.3,1.9',18 11.1,+14 06,272.78041666666667,14.093083333333334,SBm
NGC 6572,Blue Racquetball PN,PK 34+11.1,Pln Neb,OPH,8,4.3,15'',18 12.1,+06 51,273.025875,6.853722222222222,2a
NGC 6574,N/A,NGC 6610,Galaxy,HER,12,12.3,1.5',18 11.9,+14 59,272.96345833333334,14.981777777777777,SBbc
NGC 6575,N/A,UGC 11138,Galaxy,HER,12.7,13.6,1.8',18 11.0,+31 07,272.7395416666667,31.116194444444446,Elliptical
NGC 6577,N/A,UGC 11148,Galaxy,HER,12.6,13.4,1.5',18 12.0,+21 28,273.005125,21.46338888888889,Elliptical
NGC 6578,N/A,PK 10-1.1,Pln Neb,SGR,13.1,8.4,8.5'',18 16.3,-20 27,274.06874999999997,-20.450916666666664,2a
NGC 6579,N/A,UGC 11153,Galaxy,HER,14,-,0.4',18 12.5,+21 25,273.13254166666667,21.420694444444447,S
NGC 6580,N/A,UGC 11153,Galaxy,HER,14,-,1.3',18 12.6,+21 26,273.1404166666667,21.42613888888889,Elliptical
NGC 6583,N/A,OCL   27,Opn CL,SGR,10,-,2.8',18 15.8,-22 08,273.953875,-22.137638888888887,II 1 m
NGC 6584,N/A,Dunlop 376,Glob CL,TEL,7.9,-,7.9',18 18.6,-52 13,274.656875,-52.21516666666667,VIII
NGC 6585,N/A,UGC 11159,Galaxy,HER,12.8,12.4,1.9',18 12.4,+39 38,273.0907916666667,39.633,SBc
NGC 6587,N/A,UGC 11166,Galaxy,HER,12.9,13.2,2',18 13.8,+18 50,273.4620416666666,18.825194444444445,E-SO
NGC 6589,N/A,IC 1283;IC 4690,Brt Neb,SGR,-,-,15',18 16.9,-19 47,274.2307083333333,-19.777083333333334,E
NGC 6590,N/A,LBN   43,Brt Neb,SGR,-,-,4',18 17.0,-19 44,274.2707916666667,-19.86605555555556,R
NGC 6595,N/A,IC 4700,Opn CL,SGR,7,-,11',18 17.1,-19 52,274.2707916666667,-19.86605555555556,N/A
NGC 6596,N/A,OCL   41,Opn CL,SGR,-,-,10',18 17.5,-16 40,274.3905416666667,-16.650444444444442,III 2 m n
NGC 6598,N/A,UGC 11139,Galaxy,DRA,14,-,1.5',18 08.9,+69 04,272.2333333333333,69.06788888888889,S
NGC 6599,N/A,NGC 6600,Galaxy,HER,12.6,13,1.3',18 15.7,+24 55,273.9290833333333,24.912388888888888,SO
NGC 6600,N/A,NGC 6599,Galaxy,HER,13.8,-,1.3',18 15.7,+24 55,273.9290833333333,24.912388888888888,SO
NGC 6603,N/A,N/A,Opn CL,SGR,11.1,-,5',18 18.4,-18 24,274.612375,-18.406055555555554,I 1 r n
NGC 6604,N/A,OCL   56,Opn CL,SER,6.5,-,2',18 18.1,-12 14,274.51233333333334,-12.24311111111111,I 3 p n
NGC 6605,N/A,OCL   47,Opn CL,SER,6,-,N/A,18 18.4,-14 57,274.0903333333333,-15.015194444444445,N/A
NGC 6610,N/A,NGC 6574,Galaxy,HER,12.8,-,1.5',18 11.9,+14 59,272.96345833333334,14.981777777777777,SBbc
NGC 6615,N/A,UGC 11196,Galaxy,OPH,13.1,12.7,0.9',18 18.6,+13 16,274.6394583333334,13.265027777777778,SBO-a
NGC 6616,N/A,UGC 11192,Galaxy,HER,13.8,13.5,1.4',18 17.7,+22 14,274.4211666666667,22.238444444444447,Sab
NGC 6619,N/A,UGC 11200,Galaxy,HER,13,13.3,1.2',18 18.9,+23 39,274.7314166666667,23.65561111111111,Elliptical
NGC 6620,N/A,PK 5-6.1,Pln Neb,SGR,14,8.3,5.3'',18 22.9,-26 49,275.725625,-26.821694444444443,2b
NGC 6621,N/A,UGC 11175,Galaxy,DRA,13.5,-,1.3',18 12.9,+68 22,273.23045833333333,68.36344444444444,SB/P
NGC 6622,N/A,UGC 11175,Galaxy,DRA,13.5,-,0.9',18 13.0,+68 21,273.24916666666667,68.35388888888889,SBc
NGC 6624,N/A,GCL  93,Glob CL,SGR,7.6,-,5.9',18 23.7,-30 22,275.91904166666666,-30.36127777777778,VI
NGC 6625,N/A,OCL   58,Opn CL,SCT,9,-,39',18 23.2,-12 03,275.69708333333335,-11.955,N/A
NGC 6627,N/A,UGC 11212,Galaxy,HER,13.3,13.5,1.3',18 22.6,+15 42,275.6621666666667,15.698,SBb
NGC 6628,N/A,UGC 11211,Galaxy,HER,12.9,13.7,1.9',18 22.4,+23 29,275.5912916666666,23.478555555555555,SO
NGC 6629,N/A,PK 9-5.1;H II 204,Pln Neb,SGR,10.5,8.2,16'',18 25.7,-23 12,276.42691666666667,-23.20288888888889,2a
NGC 6631,N/A,OCL   59,Opn CL,SCT,11.7,-,5',18 27.2,-12 02,276.7973333333333,-12.031222222222222,II 2 m
NGC 6632,N/A,UGC 11226,Galaxy,HER,12.1,13.6,3',18 25.1,+27 32,276.262875,27.535305555555556,Sbc
NGC 6633,N/A,OCL   90,Opn CL,OPH,4.6,-,27',18 27.3,+06 31,276.8134583333333,6.508222222222222,III 2 m
NGC 6636,N/A,UGC 11221,Galaxy,DRA,14,-,2.1',18 22.0,+66 38,275.51458333333335,66.62022222222221,Sc
NGC 6638,N/A,GCL  95,Glob CL,SGR,9.2,-,2.2',18 30.9,-25 30,277.734375,-25.49641666666667,VI
NGC 6640,N/A,UGC 11247,Galaxy,LYR,13.5,13.2,1.1',18 28.1,+34 18,277.0344583333333,34.30266666666667,Sc
NGC 6641,N/A,UGC 11250,Galaxy,HER,13.3,12.6,0.9',18 29.0,+22 54,277.2390416666666,22.903,S
NGC 6642,N/A,GCL  97,Glob CL,SGR,8.8,-,0.8',18 31.9,-23 29,277.97591666666665,-23.476138888888887,IV
NGC 6643,N/A,UGC 11218,Galaxy,DRA,11.1,13.1,3.7',18 19.8,+74 34,274.943375,74.5683611111111,Sc
NGC 6644,N/A,PK 8-7.2,Pln Neb,SGR,12.2,3.9,3'',18 32.6,-25 08,278.14470833333337,-25.129361111111113,2
NGC 6645,N/A,OCL   48,Opn CL,SGR,8.5,-,10',18 32.0,-16 53,278.15791666666667,-16.883888888888887,III 1 m
